subno	house	age	nights	nightleq	latency	annoy	site1	site2
415	42	28	21	70.1	1	1	0	1
415	42	28	22	74.5	4	1	0	1
415	42	28	23	70.4	1	1	0	1
415	42	28	24	74.9	1	1	0	1
415	42	28	26	71.2	1	1	0	1
415	42	28	27	72.2	1	1	0	1
416	42	28	2	64.9	1	0	0	1
416	42	28	3	66.8	1	0	0	1
416	42	28	4	69	1	0	0	1
416	42	28	5	68.7	1	0	0	1
416	42	28	6	68.1	1	0	0	1
416	42	28	7	72.2	5	0	0	1
416	42	28	10	73.5	1	0	0	1
416	42	28	11	70.7	5	0	0	1
416	42	28	12	71	3	0	0	1
416	42	28	13	68.4	2	0	0	1
416	42	28	17	72.4	4	0	0	1
416	42	28	18	70.6	4	0	0	1
416	42	28	20	72.7	1	0	0	1
416	42	28	22	75.3	4	0	0	1
416	42	28	23	65.1	1	0	0	1
416	42	28	24	72.4	2	0	0	1
416	42	28	25	70	3	0	0	1
416	42	28	26	70.7	5	0	0	1
416	42	28	27	68.1	3	0	0	1
419	44	20	21	74.8	4	0	0	1
419	44	20	22	73.2	3	0	0	1
419	44	20	23	72.7	3	0	0	1
419	44	20	25	73.6	5	0	0	1
419	44	20	27	67.4	2	0	0	1
420	44	26	5	70.3	2	1	0	1
420	44	26	6	70	3	1	0	1
420	44	26	7	71.5	2	1	0	1
420	44	26	8	70.3	2	1	0	1
420	44	26	13	73.4	1	0	0	1
420	44	26	14	72.5	2	0	0	1
420	44	26	15	73.3	2	0	0	1
420	44	26	16	72.5	2	0	0	1
420	44	26	22	68.5	2	0	0	1
420	44	26	23	72.5	2	0	0	1
420	44	26	25	70.7	2	0	0	1
420	44	26	26	71.6	2	0	0	1
420	44	26	27	71.8	3	0	0	1
420	44	26	28	76.8	3	0	0	1
